review_id,customer_id,product_id,review_date,review,rating
19337,21504,1,2025-12-14,Very disappointing,2
19338,4163,9,2025-03-30,It is okay,3
19339,338,9,2025-08-07,Difficult to use,1
19340,12937,4,2025-09-20,Easy to use,5
19341,18659,8,2024-11-12,Would not recommend,2
19342,18390,1,2025-01-22,Acceptable overall,3
19343,23980,5,2023-08-24,Highly recommend,4
19344,6025,2,2025-07-23,Highly recommend,5
19345,14391,5,2025-03-28,Very disappointing,2
19346,21861,1,2024-12-18,Great product,4
19347,664,3,2024-02-02,Would not recommend,2
19348,14087,9,2025-06-21,Very satisfied,4
19349,13785,4,2025-12-07,Good interest rate,4
19350,24049,4,2024-12-14,Very satisfied,4
19351,24473,4,2023-01-21,It is okay,3
19352,24767,5,2024-12-03,Happy with this product,5
19353,6865,9,2023-08-06,Very reliable,5
19354,3742,8,2024-10-08,Very disappointing,2
19355,3207,1,2024-01-20,Excellent service,4
19356,24896,5,2023-11-19,Happy with this product,4
19357,21253,2,2024-08-31,Very satisfied,4
19358,21552,2,2023-04-03,Very convenient,4
19359,9505,7,2024-12-14,Very satisfied,5
19360,13969,9,2023-07-21,Highly recommend,4
19361,20102,5,2024-02-17,Works perfectly,4
19362,7663,3,2023-07-13,Works perfectly,4
19363,15253,9,2025-05-20,Good interest rate,5
19364,6916,7,2025-03-11,Would not recommend,1
19365,15947,7,2024-07-13,Not satisfied,1
19366,12657,6,2025-06-06,Decent product,3
19367,17610,4,2023-02-20,Very disappointing,1
19368,21707,1,2024-03-19,Too many fees,2
19369,4299,6,2023-04-07,It is okay,3
19370,13791,4,2024-06-23,Easy to use,4
19371,1998,7,2024-06-03,Easy to use,4
19372,21672,1,2023-02-09,Difficult to use,2
19373,21860,5,2025-10-08,Happy with this product,4
19374,12017,3,2024-11-06,Very reliable,4
19375,21949,5,2025-01-01,Happy with this product,5
19376,22279,9,2023-10-21,Good interest rate,4
19377,10768,2,2023-04-01,Very satisfied,5
19378,16278,7,2024-10-20,Very reliable,4
19379,16579,2,2025-08-11,Very convenient,5
19380,2939,5,2025-09-17,Great product,4
19381,19106,3,2025-04-27,Works perfectly,4
19382,24613,9,2024-11-07,Highly recommend,4
19383,13760,9,2025-05-11,Very disappointing,2
19384,12091,3,2023-11-25,Too many fees,1
19385,6779,1,2024-02-11,Works as expected,3
19386,672,2,2023-06-26,Very frustrating,2
19387,4247,6,2024-07-03,Nothing special,3
19388,13511,9,2023-08-16,Would not recommend,2
19389,11633,5,2024-02-09,Happy with this product,5
19390,13465,4,2025-12-24,Very convenient,5
19391,880,4,2025-03-08,Not worth it,2
19392,6648,2,2023-01-31,Great product,5
19393,23670,9,2024-07-23,Happy with this product,4
19394,13630,4,2025-12-30,Too many fees,1
19395,15430,3,2023-08-24,Difficult to use,1
19396,23698,1,2024-06-21,Would not recommend,2
19397,17891,4,2025-09-14,It is okay,3
19398,9486,2,2025-06-15,Good interest rate,4
19399,1460,2,2024-04-21,Good interest rate,4
19400,16106,3,2024-04-24,Very reliable,4
19401,20707,5,2023-04-17,Great product,4
19402,5651,3,2023-03-12,Easy to use,4
19403,5902,2,2024-12-15,Service was fine,3
19404,11030,3,2024-04-03,Good interest rate,4
19405,5183,6,2023-04-18,Great product,5
19406,23109,6,2023-12-19,Very reliable,5
19407,8520,3,2025-11-25,Excellent service,5
19408,12326,7,2024-01-18,Acceptable overall,3
19409,8457,3,2025-12-28,Good interest rate,4
19410,22314,8,2023-02-03,Very convenient,4
19411,12393,7,2024-03-12,Highly recommend,4
19412,19912,2,2025-04-06,Not worth it,2
19413,16144,6,2025-05-15,Good interest rate,4
19414,14536,3,2023-06-23,Nothing special,3
19415,18674,1,2025-09-27,Great product,4
19416,23032,1,2024-09-19,Excellent service,4
19417,13584,4,2025-04-12,Works perfectly,4
19418,24940,2,2023-05-09,Average experience,3
19419,457,9,2025-05-04,Customer service was poor,2
19420,23858,4,2025-10-26,Average experience,3
19421,14041,2,2024-02-20,Would not recommend,2
19422,7975,7,2024-06-23,Very convenient,4
19423,10686,5,2025-12-20,Good interest rate,5
19424,2612,9,2023-03-12,Very convenient,5
19425,10068,5,2023-10-05,Easy to use,4
19426,7823,7,2025-02-14,Highly recommend,4
19427,24464,9,2025-01-20,Happy with this product,4
19428,18135,7,2023-02-06,Works as expected,3
19429,18745,7,2024-09-29,Easy to use,4
19430,2711,5,2023-05-29,Very satisfied,4
19431,23528,5,2024-04-09,Great product,4
19432,94,7,2024-07-11,Good interest rate,4
19433,1921,2,2023-07-25,Great product,5
19434,4258,5,2023-04-16,Excellent service,4
19435,8047,2,2023-12-24,Fair product,3
19436,22613,1,2025-05-02,Good interest rate,4
19437,23137,9,2023-11-18,Good interest rate,4
19438,4391,3,2024-11-23,Decent product,3
19439,20173,7,2023-10-12,Nothing special,3
19440,1799,9,2025-06-13,Too many fees,2
19441,2876,4,2023-12-17,Not satisfied,1
19442,19864,6,2023-12-15,Very reliable,4
19443,13734,6,2024-05-10,Customer service was poor,2
19444,20660,4,2024-10-12,Works perfectly,4
19445,15609,6,2025-08-08,Nothing special,3
19446,17449,3,2024-04-13,Easy to use,4
19447,18405,5,2024-01-03,Would not recommend,1
19448,23590,9,2025-04-16,Not worth it,1
19449,12790,1,2023-09-20,Not satisfied,2
19450,19337,3,2025-12-13,Decent product,3
19451,16399,3,2024-08-06,Very disappointing,2
19452,23517,5,2025-05-30,Not bad,3
19453,1660,4,2025-10-18,Very satisfied,5
19454,5686,8,2025-04-06,Difficult to use,2
19455,11682,5,2025-05-26,Excellent service,4
19456,9420,4,2025-02-12,Decent product,3
19457,10246,3,2025-10-20,Nothing special,3
19458,17304,6,2024-02-09,Good interest rate,5
19459,17582,7,2025-01-24,No major issues,3
19460,1870,4,2024-02-10,Good interest rate,5
19461,23798,5,2023-09-15,Easy to use,4
19462,5081,6,2025-10-16,Average experience,3
19463,24257,6,2024-01-29,Too many fees,1
19464,15758,4,2024-10-03,Fair product,3
19465,16297,9,2025-03-26,Very reliable,4
19466,9450,1,2023-02-14,Fair product,3
19467,18306,8,2024-09-13,Too many fees,1
19468,15208,7,2024-09-28,Very disappointing,2
19469,918,6,2023-06-16,Decent product,3
19470,13924,6,2024-02-06,Good interest rate,5
19471,3407,7,2023-09-25,Happy with this product,5
19472,16395,7,2025-08-15,Happy with this product,5
19473,21668,3,2024-11-01,Difficult to use,2
19474,11057,8,2024-11-09,Happy with this product,5
19475,20991,3,2025-05-06,Not worth it,2
19476,16579,4,2024-11-17,Service was fine,3
19477,5277,6,2025-08-10,Very disappointing,2
19478,23786,8,2025-09-01,Works perfectly,4
19479,10501,2,2024-08-06,Very reliable,4
19480,2424,9,2023-12-22,Service was fine,3
19481,20249,5,2023-06-06,Great product,5
19482,16852,7,2023-11-24,Very reliable,4
19483,22097,3,2023-05-11,Works perfectly,5
19484,18994,3,2025-05-22,Difficult to use,1
19485,6999,7,2024-03-15,Difficult to use,2
19486,12088,3,2024-05-26,Nothing special,3
19487,7822,4,2025-09-21,Fair product,3
19488,18575,6,2024-06-07,Works perfectly,5
19489,20151,4,2025-08-23,Good interest rate,4
19490,853,2,2025-07-13,No major issues,3
19491,15987,5,2025-07-15,Not bad,3
19492,4267,4,2025-06-24,Average experience,3
19493,9493,1,2024-02-05,Works perfectly,5
19494,9218,5,2025-05-30,Nothing special,3
19495,7079,3,2023-09-29,Would not recommend,2
19496,12648,5,2024-12-22,Service was fine,3
19497,20599,1,2023-03-23,Happy with this product,4
19498,20318,3,2024-05-09,Not worth it,1
19499,8658,7,2023-07-11,Nothing special,3
19500,760,9,2023-05-12,Not bad,3
19501,15172,9,2024-07-03,Very convenient,5
19502,8103,7,2025-10-13,Very convenient,5
19503,8079,5,2025-11-04,Good interest rate,4
19504,6550,6,2023-03-22,Very frustrating,2
19505,19590,7,2024-04-29,Happy with this product,4
19506,20778,6,2024-02-09,No major issues,3
19507,16214,4,2024-01-23,Happy with this product,4
19508,9589,4,2024-12-05,Good interest rate,4
19509,2380,4,2025-12-06,Average experience,3
19510,13961,4,2025-02-19,Very reliable,5
19511,8238,4,2025-02-19,Very disappointing,2
19512,9639,4,2023-04-21,It is okay,3
19513,6787,6,2024-11-14,Bad experience,1
19514,13430,5,2024-09-17,Average experience,3
19515,21051,3,2023-02-25,Very disappointing,2
19516,18619,9,2024-05-15,Works perfectly,5
19517,1429,5,2025-01-19,Works perfectly,4
19518,8198,6,2024-12-03,Works perfectly,4
19519,24615,6,2025-08-30,Not bad,3
19520,6084,9,2025-10-03,Difficult to use,2
19521,18875,1,2023-11-08,It is okay,3
19522,9641,1,2023-04-01,Service was fine,3
19523,213,2,2025-10-09,Average experience,3
19524,21791,8,2024-10-07,Highly recommend,5
19525,20835,5,2024-01-04,Very reliable,5
19526,20964,2,2023-11-28,Highly recommend,4
19527,16551,6,2023-02-17,Very disappointing,2
19528,7368,8,2024-09-11,Fair product,3
19529,15263,4,2024-11-20,Very disappointing,2
19530,21363,2,2024-12-10,Excellent service,4
19531,22591,1,2023-09-03,Happy with this product,4
19532,375,7,2024-06-17,Great product,4
19533,10155,9,2024-01-19,Customer service was poor,1
19534,24761,5,2025-09-17,Bad experience,2
19535,17547,2,2024-09-19,No major issues,3
19536,8215,7,2024-09-17,Very convenient,4
19537,8659,4,2023-10-22,Service was fine,3
19538,16398,8,2024-11-13,Very satisfied,4
19539,14321,2,2024-08-14,Happy with this product,5
19540,23020,5,2024-12-10,Not worth it,1
19541,21860,7,2023-05-22,Acceptable overall,3
19542,4421,2,2023-12-04,Very frustrating,1
19543,14044,1,2025-10-03,Customer service was poor,1
19544,19709,5,2024-10-19,Would not recommend,2
19545,15572,5,2024-10-27,Good interest rate,4
19546,16092,1,2025-05-15,Highly recommend,4
19547,5180,2,2023-01-13,Would not recommend,2
19548,4781,4,2023-02-28,Difficult to use,2
19549,24017,1,2023-07-30,Happy with this product,4
19550,882,9,2023-10-07,Happy with this product,5
19551,24099,4,2024-09-03,Good interest rate,4
19552,17139,3,2025-05-13,Highly recommend,4
19553,10822,8,2024-09-08,Highly recommend,5
19554,18594,3,2025-11-09,Good interest rate,4
19555,15342,5,2024-07-11,Too many fees,1
19556,11131,1,2024-09-12,Acceptable overall,3
19557,17259,7,2023-04-24,Highly recommend,4
19558,17015,4,2025-06-13,Easy to use,4
19559,23467,5,2024-07-22,Not bad,3
19560,275,8,2025-10-23,Good interest rate,4
19561,13542,5,2024-09-29,Very reliable,4
19562,9114,6,2024-05-04,Fair product,3
19563,3892,1,2023-05-30,Easy to use,4
19564,3589,3,2024-06-06,Very satisfied,4
19565,9586,4,2024-09-18,Very frustrating,2
19566,18272,6,2023-04-10,No major issues,3
19567,10657,5,2025-07-23,Decent product,3
19568,22907,6,2023-11-26,Acceptable overall,3
19569,19863,5,2025-01-02,Average experience,3
19570,13737,3,2023-01-20,Not satisfied,2
19571,10923,8,2023-05-10,Highly recommend,4
19572,22830,2,2023-07-25,Not satisfied,2
19573,15739,9,2023-08-21,Very convenient,4
19574,24248,3,2023-08-04,Very disappointing,2
19575,11704,4,2025-02-26,Very satisfied,4
19576,10676,9,2024-07-26,Works perfectly,4
19577,14160,8,2024-12-09,Excellent service,5
19578,16237,2,2025-12-23,It is okay,3
19579,19159,7,2024-09-17,Very reliable,5
19580,4151,5,2024-03-25,Difficult to use,1
19581,15263,8,2024-01-12,Excellent service,4
19582,22339,2,2023-03-25,Interest rate too high,1
19583,15795,9,2023-08-27,Bad experience,2
19584,10576,9,2025-11-10,Good interest rate,4
19585,7570,2,2023-10-17,Not bad,3
19586,12548,5,2023-06-10,Difficult to use,1
19587,4331,7,2023-01-27,Works perfectly,5
19588,11280,2,2023-04-25,Very reliable,5
19589,5827,6,2024-05-10,Would not recommend,2
19590,18064,9,2024-10-20,Works as expected,3
19591,12160,4,2024-06-24,Very satisfied,4
19592,13221,1,2024-01-18,Very reliable,5
19593,5351,1,2023-12-28,Very satisfied,5
19594,12489,9,2023-06-13,Difficult to use,1
19595,2048,4,2023-06-30,Fair product,3
19596,5600,6,2025-12-10,Very reliable,5
19597,408,2,2024-06-14,Very frustrating,2
19598,17071,7,2023-12-22,Too many fees,2
19599,16368,1,2024-08-14,Highly recommend,4
19600,18864,6,2023-10-22,Fair product,3
19601,22353,1,2023-07-12,Fair product,3
19602,15823,8,2023-08-18,Too many fees,1
19603,2036,6,2025-07-25,Highly recommend,5
19604,3202,8,2024-03-14,Easy to use,5
19605,16711,5,2024-12-26,Decent product,3
19606,10803,8,2025-01-22,Customer service was poor,2
19607,8201,1,2025-06-29,Interest rate too high,1
19608,17799,5,2025-02-04,Easy to use,5
19609,12783,6,2023-05-03,Fair product,3
19610,2835,3,2025-04-26,Decent product,3
19611,24228,4,2025-07-09,Highly recommend,4
19612,1300,2,2025-07-30,Great product,4
19613,7367,5,2023-03-30,Excellent service,4
19614,546,3,2025-01-05,Very convenient,4
19615,9609,6,2023-02-07,Happy with this product,5
19616,15754,5,2025-12-01,Excellent service,5
19617,4213,1,2025-04-24,Excellent service,4
19618,6459,3,2023-12-20,Good interest rate,4
19619,12229,2,2024-03-16,Excellent service,5
19620,3563,5,2024-11-21,Not worth it,2
19621,10444,5,2025-01-17,Very satisfied,4
19622,23653,5,2023-01-15,Not satisfied,2
19623,24565,4,2025-07-22,Works as expected,3
19624,8493,2,2025-04-03,Customer service was poor,1
19625,1941,3,2024-07-30,Very reliable,4
19626,4355,4,2024-12-11,Would not recommend,2
19627,1657,3,2025-05-30,Average experience,3
19628,11211,6,2025-03-31,Fair product,3
19629,11390,6,2024-03-28,It is okay,3
19630,787,4,2023-12-30,No major issues,3
19631,10560,5,2024-02-18,Nothing special,3
19632,24826,7,2024-09-23,It is okay,3
19633,711,9,2024-03-15,Average experience,3
19634,7346,3,2025-01-24,Very reliable,5
19635,24314,8,2023-01-23,Highly recommend,4
19636,22610,7,2023-07-26,Acceptable overall,3
19637,8728,9,2024-09-27,Not bad,3
19638,9034,5,2023-11-05,Not bad,3
19639,10940,1,2024-07-31,Very disappointing,1
19640,5574,9,2024-03-31,Works perfectly,4
19641,2121,8,2025-07-13,Very satisfied,4
19642,22242,8,2024-02-18,Very satisfied,5
19643,7067,3,2025-08-21,Works as expected,3
19644,7718,6,2024-04-27,Too many fees,2
19645,22004,4,2024-01-25,Would not recommend,1
19646,11781,5,2023-10-31,Not worth it,2
19647,10264,6,2024-02-19,Happy with this product,4
19648,13250,7,2025-04-23,Bad experience,1
19649,5568,2,2024-06-21,Would not recommend,2
19650,17523,3,2023-06-22,Service was fine,3
19651,19430,4,2025-05-11,Fair product,3
19652,9293,5,2023-10-19,Decent product,3
19653,9349,2,2024-08-10,Easy to use,5
19654,22316,8,2025-03-06,Easy to use,5
19655,18825,6,2023-03-20,Service was fine,3
19656,15218,6,2023-01-11,Service was fine,3
19657,3396,3,2024-12-06,Very disappointing,2
19658,746,5,2024-07-03,Customer service was poor,2
19659,16527,7,2024-01-13,Good interest rate,5
19660,10986,3,2023-11-07,Average experience,3
19661,564,7,2025-09-30,Very convenient,4
19662,12166,7,2023-01-18,Very frustrating,2
19663,20354,4,2024-06-20,Fair product,3
19664,16284,9,2023-04-14,No major issues,3
19665,8312,3,2024-05-26,Interest rate too high,1
19666,12747,9,2023-02-17,Average experience,3
19667,11669,8,2024-02-17,Would not recommend,1
19668,2056,2,2023-01-16,Highly recommend,4
19669,8526,7,2025-01-11,Easy to use,4
19670,19972,2,2023-03-11,Acceptable overall,3
19671,984,2,2025-05-09,Average experience,3
19672,6060,8,2025-07-03,Excellent service,4
19673,24534,8,2023-04-01,Too many fees,2
19674,829,1,2025-03-24,Interest rate too high,2
19675,15924,6,2023-03-18,Great product,5
19676,20015,4,2024-09-28,Easy to use,4
19677,22535,8,2024-07-04,No major issues,3
19678,20927,1,2025-02-23,Works perfectly,5
19679,15955,5,2023-11-18,Decent product,3
19680,15292,7,2023-03-22,Very convenient,4
19681,23734,4,2025-05-03,Easy to use,5
19682,13874,4,2023-01-04,No major issues,3
19683,1283,3,2023-10-11,Excellent service,5
19684,19406,6,2025-11-23,Average experience,3
19685,23713,7,2023-06-04,Excellent service,5
19686,6090,9,2024-12-16,Very reliable,5
19687,20728,8,2025-01-01,It is okay,3
19688,2529,8,2025-10-17,Acceptable overall,3
19689,9330,9,2025-02-06,Easy to use,4
19690,5020,3,2025-02-13,Acceptable overall,3
19691,4542,6,2023-12-13,Great product,5
19692,7775,4,2025-12-16,Service was fine,3
19693,21606,2,2025-02-24,Very disappointing,1
19694,2732,5,2024-11-26,Excellent service,4
19695,15779,2,2023-10-17,Very disappointing,2
19696,7895,9,2023-11-12,Very satisfied,4
19697,427,2,2023-05-22,Customer service was poor,2
19698,16680,1,2025-03-10,Would not recommend,1
19699,19044,7,2023-01-16,Fair product,3
19700,18128,4,2025-08-06,Service was fine,3
19701,16984,1,2025-02-28,Highly recommend,5
19702,1449,3,2025-11-12,Happy with this product,4
19703,22372,4,2023-04-08,Nothing special,3
19704,9927,8,2025-11-24,Great product,4
19705,11732,2,2023-01-09,Customer service was poor,1
19706,1262,2,2023-05-15,Very reliable,5
19707,18484,8,2024-03-08,Very convenient,5
19708,15527,5,2023-06-04,Excellent service,5
19709,24675,7,2024-07-16,Very satisfied,5
19710,19295,5,2024-04-20,Highly recommend,5
19711,21625,5,2025-11-09,Decent product,3
19712,17807,3,2023-04-21,Very reliable,5
19713,10320,5,2024-06-05,Happy with this product,4
19714,15319,1,2025-04-25,Very convenient,5
19715,12746,9,2023-01-03,Too many fees,2
19716,6848,9,2024-02-29,Great product,5
19717,1022,5,2024-01-11,Highly recommend,4
19718,10779,3,2024-06-23,Great product,4
19719,1236,5,2025-01-23,Service was fine,3
19720,7614,6,2023-09-05,Would not recommend,1
19721,9891,5,2024-03-01,Very satisfied,4
19722,6565,1,2023-10-09,Works as expected,3
19723,22244,6,2023-11-12,Very reliable,5
19724,23512,4,2023-06-03,Great product,5
19725,24445,7,2024-06-07,Excellent service,5
19726,8561,9,2025-01-20,Very convenient,4
19727,24188,8,2024-02-11,Works perfectly,5
19728,2324,9,2025-03-10,Not bad,3
19729,3207,8,2025-07-17,Works perfectly,4
19730,2237,2,2024-12-14,Good interest rate,5
19731,9967,6,2023-01-08,Nothing special,3
19732,18063,8,2024-06-11,Highly recommend,4
19733,23011,7,2024-08-21,Highly recommend,4
19734,22979,6,2023-10-09,Very convenient,4
19735,20762,1,2024-11-08,Very satisfied,5
19736,13831,7,2025-01-21,Very frustrating,1
19737,4345,7,2025-05-05,Good interest rate,4
19738,9663,6,2023-02-15,Highly recommend,4
19739,20001,8,2023-11-10,Very reliable,4
19740,9350,5,2025-08-13,Very satisfied,4
19741,22033,3,2024-08-25,Works perfectly,5
19742,374,3,2025-02-25,Service was fine,3
19743,16754,4,2025-10-24,Very reliable,5
19744,4034,7,2024-06-29,Very convenient,5
19745,21067,1,2025-02-08,Very reliable,4
19746,15317,3,2023-07-24,Not worth it,2
19747,23598,9,2024-05-12,Happy with this product,5
19748,6678,3,2024-02-17,Happy with this product,5
19749,4268,8,2024-06-23,Highly recommend,4
19750,3003,4,2025-12-22,Decent product,3
19751,8886,5,2024-11-01,Very reliable,4
19752,22164,2,2024-03-03,Very disappointing,1
19753,9747,3,2023-10-16,Very convenient,4
19754,23383,5,2025-01-30,Average experience,3
19755,11414,1,2024-08-16,Very reliable,4
19756,18529,8,2023-03-11,Acceptable overall,3
19757,20442,4,2025-11-17,Average experience,3
19758,17656,1,2024-05-16,Very satisfied,4
19759,15694,3,2025-07-20,Difficult to use,2
19760,18557,2,2023-06-04,Fair product,3
19761,17908,8,2025-01-13,Highly recommend,4
19762,21906,8,2024-02-12,Decent product,3
19763,20630,8,2023-03-16,Very convenient,5
19764,22486,5,2023-08-03,Very convenient,5
19765,12051,3,2024-12-12,Service was fine,3
19766,18243,1,2024-01-28,No major issues,3
19767,13256,7,2023-07-04,Great product,4
19768,8708,1,2023-06-06,Interest rate too high,2
19769,17589,3,2023-06-19,Not worth it,1
19770,5098,6,2024-08-22,No major issues,3
19771,710,5,2023-03-07,Good interest rate,5
19772,19034,6,2023-10-28,Very satisfied,4
19773,10128,1,2024-06-26,Nothing special,3
19774,7799,1,2025-07-19,Very reliable,4
19775,23058,1,2025-05-20,Excellent service,5
19776,12883,6,2025-02-04,Great product,4
19777,11291,9,2024-02-28,Highly recommend,4
19778,20207,8,2025-03-28,Great product,4
19779,3626,4,2023-06-23,It is okay,3
19780,1162,2,2024-12-27,Acceptable overall,3
19781,16629,5,2024-02-10,Good interest rate,4
19782,3157,3,2024-09-06,Interest rate too high,2
19783,6038,1,2024-02-09,Excellent service,4
19784,10960,4,2025-02-11,Works perfectly,4
19785,8856,8,2025-02-02,Happy with this product,5
19786,6637,4,2025-06-05,Very reliable,5
19787,17532,3,2025-09-25,Works perfectly,5
19788,15158,1,2025-12-29,Very reliable,4
19789,5884,2,2025-10-15,Happy with this product,4
19790,18730,4,2025-12-08,Decent product,3
19791,13262,9,2024-01-22,Very reliable,4
19792,13890,3,2023-10-03,Highly recommend,4
19793,1662,5,2024-01-20,Not worth it,1
19794,21263,3,2023-11-10,Bad experience,2
19795,17127,7,2024-12-20,Good interest rate,4
19796,7964,1,2023-12-04,Excellent service,4
19797,12707,6,2024-05-11,Good interest rate,4
19798,11273,5,2024-09-10,Great product,5
19799,8800,3,2023-09-30,Very reliable,4
19800,885,7,2025-05-05,Highly recommend,5
19801,18975,2,2023-06-14,Too many fees,2
19802,24324,7,2024-07-19,Great product,5
19803,20184,6,2023-07-04,Very satisfied,5
19804,8862,2,2023-11-06,Too many fees,1
19805,3486,6,2025-06-25,Very satisfied,4
19806,21191,8,2024-06-26,Great product,5
19807,6574,6,2023-10-27,Average experience,3
19808,9681,2,2025-10-09,Not bad,3
19809,24375,6,2023-03-14,Fair product,3
19810,4887,6,2025-05-13,No major issues,3
19811,14545,8,2023-12-21,Very reliable,4
19812,7541,5,2023-09-17,Fair product,3
19813,5804,1,2024-07-04,Service was fine,3
19814,7025,8,2023-09-15,Great product,4
19815,23496,6,2025-04-14,Good interest rate,5
19816,21079,2,2025-03-15,Not bad,3
19817,4023,8,2024-10-22,Excellent service,4
19818,12834,4,2024-01-18,Great product,4
19819,17559,1,2024-05-03,Very satisfied,4
19820,18195,4,2024-07-12,It is okay,3
19821,9180,7,2024-02-08,Nothing special,3
19822,2686,4,2025-06-15,Service was fine,3
19823,24744,3,2024-04-08,Nothing special,3
19824,5668,3,2023-12-29,Works as expected,3
19825,6915,8,2023-10-28,Easy to use,5
19826,21575,1,2025-09-25,Service was fine,3
19827,3402,5,2024-08-11,Very reliable,4
19828,7574,2,2024-09-02,Excellent service,5
19829,5313,9,2025-08-14,Not worth it,1
19830,14648,4,2025-03-18,Not bad,3
19831,17361,6,2023-01-22,Not bad,3
19832,2743,1,2025-01-16,Bad experience,2
19833,12051,1,2023-06-30,Works perfectly,5
19834,24545,9,2023-01-09,Very convenient,4
19835,22588,4,2025-02-22,Excellent service,4
19836,10956,7,2023-10-03,Easy to use,4
19837,8874,1,2025-04-20,Happy with this product,5
19838,21134,6,2024-11-27,Works perfectly,4
19839,8183,1,2025-11-08,Very frustrating,2
19840,22859,1,2025-10-12,Not worth it,2
19841,21696,6,2024-10-02,Not satisfied,1
19842,23325,3,2023-12-08,Very satisfied,5
19843,17161,8,2025-04-26,Bad experience,2
19844,13621,9,2025-02-06,Very reliable,4
19845,7493,4,2024-05-13,Excellent service,4
19846,15385,1,2025-01-25,Excellent service,4
19847,6009,9,2024-06-02,Very convenient,4
19848,14286,2,2024-09-27,Interest rate too high,2
19849,7445,5,2025-04-19,Excellent service,5
19850,16771,7,2024-08-26,Very satisfied,4
19851,519,5,2024-06-15,Great product,4
19852,18165,2,2023-09-24,Very disappointing,1
19853,13565,4,2023-08-19,Very disappointing,2
19854,6206,2,2025-06-22,Customer service was poor,2
19855,22460,8,2024-10-04,Very convenient,4
19856,13920,8,2023-03-08,Easy to use,4
19857,4251,8,2023-04-26,Excellent service,5
19858,7906,3,2025-03-12,Happy with this product,4
19859,20892,3,2025-08-06,Bad experience,2
19860,24218,6,2024-12-01,Too many fees,1
19861,12283,7,2023-04-07,Good interest rate,5
19862,20452,4,2025-06-13,Not bad,3
19863,22089,6,2023-11-14,Excellent service,4
19864,23417,5,2024-10-27,Customer service was poor,1
19865,13718,6,2023-09-10,Not worth it,1
19866,344,7,2025-06-10,Customer service was poor,2
19867,15181,6,2023-02-21,Excellent service,4
19868,13997,6,2025-01-06,Works as expected,3
19869,1337,9,2023-03-12,It is okay,3
19870,7790,2,2023-10-26,Acceptable overall,3
19871,20986,3,2024-09-01,Not bad,3
19872,22976,4,2023-07-25,Great product,4
19873,21874,9,2023-12-12,Service was fine,3
19874,21331,4,2024-12-31,Very convenient,4
19875,18333,6,2024-04-06,Not bad,3
19876,11012,2,2025-09-07,Works perfectly,5
19877,4593,7,2025-05-28,Good interest rate,5
19878,4500,7,2023-01-25,Too many fees,2
19879,11330,2,2024-02-13,Very disappointing,2
19880,5510,9,2023-06-29,Good interest rate,5
19881,14758,5,2025-10-19,Very reliable,4
19882,18891,5,2024-06-30,Nothing special,3
19883,3013,7,2025-04-30,Works perfectly,4
19884,5171,9,2025-01-16,Easy to use,4
19885,12637,1,2023-09-13,Excellent service,5
19886,15843,5,2024-07-31,Bad experience,2
19887,4567,5,2025-07-29,Highly recommend,4
19888,8738,9,2025-08-26,It is okay,3
19889,11564,6,2024-08-29,Easy to use,4
19890,63,1,2024-02-03,Works as expected,3
19891,17087,5,2023-03-05,No major issues,3
19892,23094,7,2024-02-19,Easy to use,4
19893,22495,3,2023-07-04,Works perfectly,4
19894,24969,4,2025-07-13,Fair product,3
19895,15749,2,2023-09-27,Very satisfied,5
19896,9411,5,2025-09-03,Very reliable,4
19897,10356,5,2023-05-18,Fair product,3
19898,9852,4,2025-01-13,Acceptable overall,3
19899,10117,4,2025-03-28,Nothing special,3
19900,536,9,2024-01-20,Happy with this product,5
19901,12442,2,2024-12-19,Very satisfied,4
19902,12844,5,2024-02-05,Bad experience,2
19903,9495,4,2024-02-07,Highly recommend,5
19904,10888,4,2023-08-16,Decent product,3
19905,2599,6,2025-02-09,Highly recommend,5
19906,1294,7,2023-12-16,Fair product,3
19907,2269,4,2025-04-13,It is okay,3
19908,12094,9,2025-10-13,Customer service was poor,2
19909,17791,1,2025-11-10,No major issues,3
19910,22671,7,2024-12-06,Very frustrating,2
19911,3878,3,2024-05-23,Good interest rate,4
19912,23718,9,2025-06-30,Service was fine,3
19913,15105,6,2023-10-13,Works perfectly,5
19914,1255,1,2023-05-21,Happy with this product,4
19915,8757,9,2025-10-22,Excellent service,4
19916,3013,3,2023-11-27,Too many fees,2
19917,22058,8,2025-11-17,Too many fees,2
19918,3098,7,2025-04-07,Happy with this product,4
19919,3342,7,2025-11-28,Service was fine,3
19920,20169,1,2025-09-01,Very frustrating,1
19921,17346,3,2023-06-04,Not satisfied,2
19922,6466,9,2023-02-19,Great product,4
19923,1076,8,2023-05-08,Very convenient,4
19924,17380,5,2023-09-11,Works perfectly,4
19925,19035,4,2023-11-13,Would not recommend,1
19926,5085,1,2024-08-22,Bad experience,2
19927,16050,2,2023-09-20,Excellent service,4
19928,20263,6,2023-04-22,Good interest rate,5
19929,3705,5,2025-01-22,Fair product,3
19930,3496,8,2023-01-31,No major issues,3
19931,15423,2,2024-07-15,Great product,4
19932,485,5,2024-05-20,Good interest rate,5
19933,23147,3,2023-12-30,Not worth it,1
19934,2215,6,2024-12-04,Good interest rate,5
19935,21249,8,2023-08-13,Easy to use,5
19936,16183,3,2025-04-08,Very convenient,4
19937,5479,8,2025-09-09,Happy with this product,5
19938,16458,6,2025-06-15,Excellent service,4
19939,10882,6,2024-01-23,Would not recommend,2
