customer_id,city_id,age,gender,marital_status,profession,religion,education_level,income,household_size
1531,63,31,Male,Divorced,Working,Other,Master,59685,6
1532,268,59,Female,Single,Business Owner,Christian,Bachelor,119624,3
1533,2,72,Female,Single,Retired,Hindu,Master,29439,1
1534,191,40,Female,Married,Working,Hindu,Master,52275,4
1535,218,71,Male,Married,Retired,Muslim,Master,36595,3
1536,121,82,Male,Married,Retired,Hindu,High School,19168,3
1537,60,84,Male,Married,Retired,Hindu,Master,19683,3
1538,114,52,Male,Married,Business Owner,Christian,Master,148930,6
1539,34,27,Male,Single,Homemaker,Hindu,High School,35119,4
1540,25,89,Male,Single,Retired,Muslim,High School,11756,2
1541,148,62,Female,Single,Business Owner,Hindu,High School,123139,3
1542,74,77,Male,Single,Retired,Hindu,High School,8240,1
1543,243,76,Female,Married,Retired,Muslim,Bachelor,33763,2
1544,260,53,Female,Single,Unemployed,Hindu,High School,0,5
1545,252,83,Male,Widowed,Retired,Hindu,High School,22007,1
1546,170,73,Male,Divorced,Retired,Muslim,High School,17701,1
1547,93,73,Female,Married,Retired,Hindu,High School,17108,3
1548,179,28,Female,Single,Homemaker,Hindu,High School,55994,4
1549,123,29,Male,Single,Working,Hindu,Master,63621,3
1550,250,79,Female,Married,Retired,None,High School,34965,3
1551,250,42,Female,Married,Unemployed,Muslim,Bachelor,0,4
1552,123,56,Female,Married,Homemaker,Christian,High School,77735,2
1553,53,75,Male,Married,Retired,Christian,Bachelor,38640,2
1554,275,39,Female,Single,Working,Hindu,High School,60626,3
1555,256,19,Female,Single,Student,Christian,Master,17844,4
1556,34,24,Male,Single,Working,Hindu,Bachelor,75336,2
1557,46,31,Male,Married,Homemaker,Muslim,Bachelor,44526,4
1558,81,76,Male,Divorced,Retired,Christian,Bachelor,24255,1
1559,270,23,Male,Married,Student,Muslim,Bachelor,10847,3
1560,137,52,Female,Divorced,Working,Hindu,Bachelor,52876,3
1561,152,88,Male,Single,Retired,Christian,PhD,19514,1
1562,233,28,Female,Married,Homemaker,Hindu,High School,55910,4
1563,283,44,Female,Widowed,Business Owner,Muslim,Master,132292,4
1564,2,89,Male,Married,Retired,Muslim,Bachelor,35691,1
1565,113,66,Female,Married,Retired,Hindu,Bachelor,4451,1
1566,119,58,Female,Single,Unemployed,Muslim,High School,0,3
1567,151,27,Female,Single,Unemployed,Hindu,PhD,0,3
1568,176,27,Male,Single,Business Owner,Muslim,High School,110112,5
1569,41,35,Male,Single,Working,Christian,PhD,47897,4
1570,19,71,Male,Married,Retired,Christian,High School,34718,1
1571,116,76,Female,Single,Retired,Christian,Master,24066,2
1572,84,35,Male,Married,Business Owner,Christian,Bachelor,120299,4
1573,217,63,Female,Married,Working,Christian,High School,51015,5
1574,46,71,Female,Single,Retired,Muslim,High School,10260,1
1575,67,21,Male,Married,Student,Muslim,Bachelor,8174,4
1576,72,79,Male,Married,Retired,Muslim,High School,28973,2
1577,92,23,Male,Single,Student,Hindu,Bachelor,8013,4
1578,260,53,Male,Single,Working,Hindu,High School,69019,5
1579,31,76,Male,Single,Retired,Christian,Master,33293,2
1580,76,40,Male,Married,Working,Other,High School,48315,3
1581,217,45,Female,Single,Homemaker,Other,Bachelor,56919,4
1582,95,80,Male,Single,Retired,Christian,High School,39142,2
1583,224,56,Male,Single,Homemaker,Muslim,Master,60962,3
1584,109,45,Female,Single,Working,Muslim,Bachelor,42922,5
1585,160,53,Female,Divorced,Unemployed,Hindu,Bachelor,0,4
1586,99,34,Male,Single,Working,Hindu,Master,66349,5
1587,127,86,Female,Single,Retired,Muslim,High School,16962,1
1588,66,39,Male,Single,Working,Muslim,High School,44179,5
1589,213,61,Male,Single,Unemployed,Hindu,Bachelor,0,5
1590,108,64,Male,Married,Working,Muslim,Bachelor,65996,3
1591,218,42,Male,Married,Homemaker,Christian,Bachelor,56422,6
1592,50,66,Female,Married,Retired,Muslim,Master,12293,1
1593,217,88,Female,Single,Retired,Hindu,Master,31050,2
1594,139,23,Female,Single,Student,None,Master,4713,5
1595,190,57,Male,Single,Homemaker,Muslim,Master,47331,3
1596,190,27,Male,Divorced,Working,Hindu,Master,86911,2
1597,180,80,Female,Married,Retired,Hindu,Bachelor,23894,1
1598,237,27,Female,Married,Working,Hindu,Bachelor,75175,5
1599,5,70,Male,Single,Retired,Hindu,High School,29657,1
1600,248,73,Female,Married,Retired,Hindu,High School,29464,2
1601,218,63,Male,Divorced,Working,Christian,Bachelor,87496,5
1602,65,37,Female,Single,Unemployed,Hindu,PhD,0,5
1603,18,48,Female,Single,Business Owner,Other,PhD,141676,6
1604,238,22,Female,Married,Student,Muslim,Bachelor,7495,5
1605,207,76,Female,Married,Retired,Christian,High School,15662,1
1606,145,61,Male,Single,Working,Other,Bachelor,74230,6
1607,181,87,Female,Single,Retired,Muslim,Master,26554,2
1608,61,39,Male,Divorced,Working,Muslim,PhD,90006,3
1609,147,89,Male,Married,Retired,Hindu,Bachelor,23372,2
1610,134,31,Male,Married,Working,Muslim,Bachelor,97021,5
1611,203,37,Female,Married,Unemployed,Muslim,Bachelor,0,2
1612,12,45,Male,Married,Unemployed,Muslim,Bachelor,0,3
1613,252,56,Male,Married,Working,Christian,High School,64864,4
1614,117,71,Male,Married,Retired,Hindu,Master,44361,2
1615,126,50,Female,Single,Working,Muslim,Master,66908,4
1616,212,79,Male,Single,Retired,Christian,Bachelor,28441,1
1617,276,31,Female,Widowed,Business Owner,None,Master,122696,4
1618,120,32,Female,Single,Homemaker,Hindu,High School,76499,6
1619,215,85,Female,Single,Retired,Hindu,High School,44656,2
1620,17,80,Female,Married,Retired,Hindu,Bachelor,23561,3
1621,187,38,Female,Single,Unemployed,Christian,High School,0,3
1622,264,35,Male,Single,Working,Muslim,Bachelor,70765,4
1623,250,34,Male,Single,Business Owner,Christian,Bachelor,90019,5
1624,63,85,Female,Single,Retired,Christian,Master,4842,1
1625,158,86,Female,Single,Retired,Hindu,High School,45005,2
1626,256,45,Male,Married,Working,Hindu,Bachelor,90595,2
1627,126,48,Female,Married,Working,Hindu,High School,58840,6
1628,201,81,Male,Single,Retired,Muslim,Master,26226,3
1629,111,48,Female,Married,Working,Hindu,Bachelor,87602,4
1630,168,75,Male,Single,Retired,Christian,PhD,19921,1
1631,196,81,Female,Single,Retired,Hindu,Bachelor,37821,3
1632,23,22,Male,Married,Working,Muslim,Master,73016,3
1633,276,83,Male,Married,Retired,Other,High School,23497,3
1634,244,67,Female,Divorced,Retired,Muslim,High School,37706,2
1635,173,63,Female,Married,Working,Hindu,High School,60110,5
1636,87,36,Female,Single,Business Owner,None,High School,125139,4
1637,150,77,Female,Married,Retired,None,High School,26927,1
1638,164,89,Male,Divorced,Retired,Muslim,High School,22636,1
1639,249,26,Male,Married,Working,Hindu,Master,44096,3
1640,202,27,Female,Single,Business Owner,Muslim,High School,127536,4
1641,196,60,Male,Single,Homemaker,Muslim,Master,61653,3
1642,32,37,Female,Widowed,Working,Hindu,High School,46656,6
1643,178,75,Female,Married,Retired,Hindu,High School,22219,2
1644,247,19,Male,Single,Student,Muslim,Bachelor,8547,3
1645,31,78,Female,Single,Retired,Muslim,High School,15194,2
1646,215,77,Female,Single,Retired,Christian,High School,33957,2
1647,100,29,Male,Single,Business Owner,Hindu,High School,129364,2
1648,278,89,Male,Married,Retired,Hindu,High School,28342,3
1649,8,60,Male,Single,Working,None,Master,69027,6
1650,197,23,Male,Single,Student,None,Bachelor,14800,3
1651,81,19,Female,Divorced,Working,Christian,High School,65024,1
1652,173,57,Male,Single,Working,Hindu,Bachelor,59758,4
1653,183,63,Female,Single,Unemployed,Christian,Bachelor,0,5
1654,39,46,Male,Married,Working,Christian,Bachelor,57103,3
1655,28,45,Female,Married,Homemaker,Muslim,Master,87151,3
1656,77,28,Male,Divorced,Working,Christian,Bachelor,45069,3
1657,221,73,Female,Married,Retired,Christian,High School,23647,2
1658,21,49,Male,Divorced,Unemployed,Hindu,High School,0,4
1659,13,37,Female,Single,Business Owner,Other,High School,188407,2
1660,26,24,Male,Single,Student,Muslim,Master,16901,2
1661,155,64,Female,Single,Working,None,Bachelor,77601,3
1662,150,84,Female,Married,Retired,Muslim,Bachelor,29655,2
1663,275,50,Female,Married,Working,Muslim,High School,82869,3
1664,197,55,Female,Divorced,Unemployed,Muslim,High School,0,6
1665,266,45,Male,Married,Working,Christian,Bachelor,71037,3
1666,253,28,Female,Widowed,Working,Muslim,High School,73240,6
1667,97,80,Male,Single,Retired,Other,High School,33930,2
1668,229,34,Male,Married,Homemaker,Christian,Bachelor,42734,3
1669,165,71,Female,Married,Retired,Other,High School,27428,1
1670,212,59,Male,Single,Working,Christian,Bachelor,48327,5
1671,82,76,Female,Single,Retired,Hindu,PhD,20232,1
1672,152,71,Male,Married,Retired,Hindu,High School,22390,2
1673,146,37,Male,Married,Working,Other,Bachelor,86421,4
1674,5,33,Female,Single,Homemaker,Hindu,Master,35322,3
1675,50,41,Female,Single,Working,Christian,Bachelor,39950,4
1676,267,50,Female,Divorced,Working,Christian,Master,81118,3
1677,27,85,Male,Single,Retired,Muslim,Bachelor,18486,1
1678,117,79,Female,Married,Retired,Hindu,Master,4286,1
1679,182,32,Male,Single,Working,Muslim,High School,70097,5
1680,68,50,Female,Married,Working,Christian,Master,53098,6
1681,283,61,Male,Married,Working,Muslim,Bachelor,56575,6
1682,215,77,Male,Married,Retired,Muslim,High School,29065,2
1683,172,50,Male,Single,Homemaker,Muslim,High School,59052,3
1684,38,77,Female,Single,Retired,Christian,High School,13062,2
1685,22,26,Male,Single,Homemaker,Christian,Bachelor,63148,6
1686,108,85,Female,Single,Retired,Hindu,High School,39540,2
1687,17,26,Male,Married,Working,Muslim,High School,43793,3
1688,153,42,Male,Married,Working,None,Master,31238,3
1689,85,87,Male,Single,Retired,Muslim,High School,31649,1
1690,184,84,Male,Divorced,Retired,Hindu,Bachelor,19887,2
1691,95,89,Female,Married,Retired,Muslim,High School,30907,2
1692,59,68,Female,Single,Retired,Hindu,High School,35186,2
1693,202,45,Male,Married,Homemaker,Hindu,Master,46145,3
1694,107,35,Female,Single,Working,Hindu,Bachelor,71668,3
1695,237,20,Male,Married,Student,Hindu,Bachelor,14960,5
1696,233,42,Female,Married,Working,Christian,High School,52475,4
1697,272,30,Female,Married,Business Owner,Other,Bachelor,99276,3
1698,46,86,Female,Single,Retired,Christian,High School,21997,3
1699,259,49,Female,Married,Business Owner,Muslim,Bachelor,206103,3
1700,157,61,Male,Single,Working,Christian,High School,58488,4
1701,117,64,Male,Single,Working,None,PhD,38379,3
1702,124,22,Male,Married,Working,Muslim,Bachelor,51550,3
1703,165,69,Female,Married,Retired,Muslim,High School,38200,1
1704,50,31,Male,Married,Working,Muslim,High School,81463,3
1705,135,30,Male,Married,Homemaker,None,High School,83167,4
1706,6,75,Female,Single,Retired,Other,High School,34531,2
1707,124,45,Female,Single,Working,Hindu,PhD,60827,4
1708,133,39,Male,Single,Homemaker,Other,High School,42960,3
1709,276,71,Female,Single,Retired,Muslim,High School,38475,2
1710,65,86,Male,Married,Retired,Hindu,High School,34818,3
1711,180,68,Female,Married,Retired,Christian,High School,18351,3
1712,193,73,Male,Married,Retired,Muslim,Bachelor,40337,2
1713,56,62,Female,Married,Working,Muslim,Bachelor,27321,3
1714,243,68,Female,Married,Retired,Other,Bachelor,34767,1
1715,258,20,Female,Married,Working,Other,Bachelor,70682,1
1716,210,57,Male,Single,Working,Christian,Bachelor,61157,4
1717,181,56,Male,Single,Working,Hindu,High School,51723,4
1718,183,42,Female,Single,Working,Christian,Master,36923,4
1719,206,52,Male,Married,Homemaker,Christian,Bachelor,90889,4
1720,98,21,Male,Single,Working,Muslim,High School,46497,1
1721,120,24,Female,Single,Student,Muslim,Bachelor,4989,5
1722,139,25,Male,Single,Student,Muslim,Bachelor,11322,4
1723,214,44,Female,Divorced,Business Owner,Christian,High School,145815,5
1724,151,35,Male,Married,Business Owner,Hindu,Bachelor,90288,4
1725,14,36,Female,Single,Homemaker,Muslim,Bachelor,68695,2
1726,278,42,Female,Married,Business Owner,Christian,Master,144791,2
1727,28,75,Male,Married,Retired,Muslim,High School,19550,3
1728,229,41,Female,Single,Unemployed,Hindu,High School,0,3
1729,215,27,Female,Widowed,Unemployed,Hindu,Bachelor,0,5
1730,160,63,Male,Married,Homemaker,Hindu,Bachelor,60305,4
1731,263,54,Female,Widowed,Unemployed,Other,Bachelor,0,3
1732,134,37,Male,Single,Working,Christian,Bachelor,83010,2
1733,25,71,Male,Single,Retired,Muslim,High School,24564,2
1734,39,72,Male,Married,Retired,Hindu,Bachelor,29380,1
1735,259,26,Male,Single,Working,Christian,Master,62285,4
1736,44,59,Female,Widowed,Working,Christian,High School,41671,5
1737,130,61,Female,Divorced,Working,Hindu,Bachelor,40142,6
1738,241,22,Female,Divorced,Student,Christian,Bachelor,14678,4
1739,252,88,Male,Married,Retired,Christian,High School,19810,1
1740,68,76,Female,Married,Retired,Christian,Master,6906,1
1741,174,81,Male,Married,Retired,Christian,Bachelor,15303,2
1742,148,42,Female,Married,Working,Christian,Bachelor,89728,5
1743,281,46,Female,Single,Working,Muslim,Bachelor,59597,4
1744,87,83,Male,Married,Retired,Muslim,Master,30878,1
1745,26,86,Female,Married,Retired,Christian,Bachelor,35742,1
1746,232,54,Female,Divorced,Business Owner,Christian,High School,114173,6
1747,78,40,Female,Married,Working,Muslim,High School,55201,3
1748,88,58,Male,Married,Business Owner,Muslim,High School,124417,6
1749,35,79,Male,Married,Retired,Muslim,High School,32043,1
1750,42,50,Female,Married,Working,Hindu,High School,76077,4
1751,271,19,Female,Single,Student,Christian,Bachelor,15306,5
1752,165,23,Female,Single,Student,Hindu,Bachelor,14586,5
1753,226,68,Male,Single,Retired,Muslim,Bachelor,20619,2
1754,180,82,Female,Married,Retired,Hindu,PhD,19138,1
1755,2,70,Male,Married,Retired,Hindu,High School,33895,2
1756,113,89,Female,Single,Retired,Muslim,Master,19494,1
1757,212,19,Female,Single,Student,Christian,Bachelor,15994,3
1758,209,47,Female,Married,Homemaker,None,Master,60165,2
1759,119,29,Female,Single,Working,Hindu,Bachelor,62169,2
1760,166,74,Female,Married,Retired,Muslim,PhD,10044,1
1761,161,54,Male,Single,Unemployed,Christian,Bachelor,0,5
1762,272,35,Male,Married,Working,Christian,Master,51366,4
1763,106,37,Female,Married,Homemaker,Muslim,High School,65062,3
1764,170,66,Male,Single,Retired,Christian,High School,47849,3
1765,278,86,Female,Divorced,Retired,Muslim,Master,16732,1
1766,60,48,Male,Single,Unemployed,Christian,Bachelor,0,5
1767,227,45,Female,Married,Business Owner,Christian,Master,164096,3
1768,198,74,Male,Single,Retired,Christian,High School,27114,2
1769,158,82,Male,Married,Retired,Hindu,Master,16248,2
1770,185,79,Male,Single,Retired,Christian,Bachelor,38063,1
1771,63,41,Female,Married,Unemployed,Muslim,Bachelor,0,4
1772,65,51,Female,Married,Working,Muslim,Bachelor,59165,4
1773,182,49,Male,Single,Homemaker,Muslim,Bachelor,67142,3
1774,137,29,Male,Single,Unemployed,Muslim,PhD,0,6
1775,195,24,Male,Single,Student,Christian,Bachelor,13274,5
1776,179,30,Male,Single,Business Owner,Hindu,High School,52765,5
1777,40,54,Male,Married,Business Owner,Christian,Bachelor,123060,2
1778,64,56,Male,Married,Working,Christian,PhD,63485,6
1779,264,69,Male,Married,Retired,Muslim,Bachelor,23503,3
1780,165,59,Female,Single,Working,Christian,Bachelor,70541,6
1781,86,57,Female,Single,Working,Muslim,PhD,67972,4
1782,89,48,Female,Married,Homemaker,Christian,High School,92153,4
1783,160,74,Male,Married,Retired,Muslim,Bachelor,28349,2
1784,7,80,Female,Single,Retired,Christian,High School,19556,3
1785,205,54,Female,Single,Homemaker,Christian,Bachelor,46210,5
1786,10,45,Male,Single,Working,Christian,High School,53950,3
1787,219,73,Female,Single,Retired,Hindu,High School,39410,3
1788,106,26,Male,Married,Working,Christian,High School,55533,6
1789,232,67,Female,Widowed,Retired,Christian,Master,29976,1
1790,282,28,Female,Married,Working,Muslim,High School,78056,3
1791,48,85,Female,Married,Retired,Hindu,High School,31268,3
1792,232,33,Female,Single,Working,Christian,Bachelor,62711,4
1793,77,81,Female,Single,Retired,Christian,Bachelor,9012,1
1794,262,28,Female,Single,Homemaker,Muslim,Master,59322,3
1795,246,77,Female,Single,Retired,Hindu,Bachelor,19934,2
1796,275,19,Female,Single,Student,Muslim,Master,3280,4
1797,149,43,Female,Divorced,Working,Muslim,High School,68622,3
1798,248,41,Male,Single,Business Owner,None,High School,94396,3
1799,233,19,Female,Married,Working,Hindu,Bachelor,44731,1
1800,99,22,Female,Single,Working,Christian,High School,77753,1
1801,180,84,Male,Widowed,Retired,Hindu,Bachelor,25095,1
1802,96,29,Female,Single,Working,Hindu,High School,48403,4
1803,43,28,Female,Divorced,Working,None,Bachelor,76581,5
1804,251,34,Male,Single,Working,Muslim,High School,60376,4
1805,73,35,Female,Divorced,Working,Christian,High School,71553,4
1806,143,65,Female,Married,Retired,Muslim,High School,29474,1
1807,115,86,Female,Single,Retired,Christian,High School,7766,2
1808,248,24,Male,Single,Student,Christian,Bachelor,9765,5
1809,20,33,Female,Divorced,Unemployed,Hindu,Bachelor,0,3
1810,222,47,Female,Married,Working,Christian,High School,59102,4
1811,211,58,Male,Single,Unemployed,Hindu,High School,0,6
1812,63,38,Female,Married,Homemaker,Muslim,High School,57776,4
1813,238,29,Male,Divorced,Working,Christian,High School,81248,3
1814,182,57,Male,Married,Working,Muslim,High School,72930,2
1815,224,58,Male,Single,Homemaker,Christian,High School,65505,2
1816,24,68,Male,Divorced,Retired,Christian,High School,36532,2
1817,73,45,Male,Single,Homemaker,Christian,High School,50164,2
1818,47,71,Female,Divorced,Retired,Muslim,High School,33324,2
1819,114,72,Male,Single,Retired,Hindu,High School,40665,2
1820,42,81,Male,Married,Retired,Hindu,Master,22813,1
1821,281,51,Male,Married,Business Owner,Muslim,Master,139895,5
1822,156,66,Female,Single,Retired,Muslim,Bachelor,39065,2
1823,147,41,Male,Married,Working,Muslim,Bachelor,33783,4
1824,283,65,Female,Married,Retired,Christian,Bachelor,29944,3
1825,212,36,Female,Single,Working,Muslim,Bachelor,39769,4
1826,205,54,Male,Married,Homemaker,None,Bachelor,69234,3
1827,256,54,Female,Single,Unemployed,Muslim,High School,0,5
1828,197,38,Male,Single,Business Owner,Christian,High School,93374,4
1829,271,80,Male,Single,Retired,Hindu,PhD,24359,2
1830,87,26,Male,Married,Working,Muslim,Master,71146,4
1831,148,78,Female,Single,Retired,Christian,PhD,22422,3
1832,9,47,Male,Single,Working,Christian,Bachelor,39197,4
1833,178,53,Female,Married,Working,Christian,High School,32121,2
1834,8,53,Female,Married,Homemaker,Muslim,High School,68360,5
1835,91,18,Female,Single,Working,Muslim,High School,63494,1
1836,22,19,Female,Married,Working,Christian,Bachelor,22118,1
1837,275,40,Male,Married,Working,Hindu,High School,48525,6
1838,123,27,Male,Widowed,Homemaker,Hindu,Bachelor,66524,2
1839,141,47,Female,Divorced,Homemaker,Christian,High School,57288,6
1840,81,50,Female,Married,Business Owner,Muslim,Bachelor,115864,6
1841,240,88,Female,Widowed,Retired,Hindu,High School,19069,1
1842,158,85,Male,Married,Retired,Muslim,Bachelor,7043,1
1843,4,74,Male,Married,Retired,Muslim,Bachelor,22278,1
1844,185,64,Male,Married,Working,None,Master,72938,3
1845,172,65,Female,Single,Retired,Christian,Bachelor,19312,2
1846,217,23,Male,Married,Student,Hindu,Bachelor,9549,5
1847,13,26,Male,Single,Business Owner,Christian,High School,139503,5
1848,264,80,Female,Widowed,Retired,Muslim,Master,29599,2
1849,265,31,Female,Widowed,Working,Christian,Bachelor,58079,3
1850,223,58,Male,Married,Working,Christian,High School,55220,5
1851,171,33,Male,Single,Unemployed,Christian,High School,0,4
1852,197,55,Female,Married,Business Owner,Muslim,PhD,104637,4
1853,99,76,Male,Single,Retired,Muslim,Bachelor,299,2
1854,161,29,Male,Married,Working,Muslim,High School,75410,4
1855,7,28,Female,Single,Unemployed,Christian,High School,0,3
1856,233,47,Male,Divorced,Homemaker,Muslim,Bachelor,48549,3
1857,150,67,Male,Married,Retired,Hindu,High School,19610,2
1858,138,72,Male,Married,Retired,Hindu,Bachelor,7499,2
1859,114,58,Female,Widowed,Working,Muslim,Bachelor,66481,5
1860,181,70,Male,Married,Retired,Christian,High School,27752,1
1861,158,52,Male,Single,Homemaker,Christian,High School,53520,6
1862,137,29,Female,Divorced,Unemployed,Hindu,High School,0,6
1863,67,36,Male,Widowed,Working,Christian,Master,64290,4
1864,59,82,Female,Single,Retired,Hindu,Bachelor,-2756,1
1865,276,78,Male,Single,Retired,Hindu,Master,23740,3
1866,165,52,Male,Widowed,Working,Christian,High School,51138,3
1867,117,22,Female,Married,Student,Christian,Bachelor,20693,2
1868,210,74,Male,Single,Retired,None,High School,43757,1
1869,248,87,Male,Widowed,Retired,Christian,High School,19772,2
1870,220,77,Male,Single,Retired,Muslim,High School,16673,1
1871,262,37,Male,Single,Homemaker,Christian,Master,67184,3
1872,203,54,Female,Married,Working,None,High School,61969,4
1873,243,53,Male,Married,Working,Muslim,High School,54317,5
1874,250,80,Female,Married,Retired,Hindu,Master,24033,1
1875,170,23,Female,Married,Working,Muslim,Master,81940,2
1876,278,85,Male,Single,Retired,None,High School,29036,2
1877,235,29,Male,Divorced,Working,Hindu,High School,56726,4
1878,215,65,Female,Single,Retired,Hindu,Bachelor,23624,1
1879,231,22,Female,Married,Working,Muslim,Bachelor,62505,2
1880,282,45,Female,Single,Business Owner,Christian,High School,100082,2
1881,100,80,Female,Single,Retired,Hindu,High School,26395,3
1882,42,48,Male,Single,Homemaker,Hindu,Bachelor,79211,6
1883,121,39,Male,Married,Working,Christian,Master,49252,3
1884,250,27,Male,Married,Business Owner,Christian,Bachelor,177779,3
1885,101,82,Female,Single,Retired,Hindu,Bachelor,35663,2
1886,284,55,Female,Married,Homemaker,None,Master,67615,4
1887,186,39,Female,Single,Homemaker,Muslim,High School,82015,4
1888,88,25,Female,Married,Student,Hindu,Master,15578,4
1889,261,42,Female,Single,Working,Muslim,High School,60221,3
1890,152,76,Female,Single,Retired,None,Bachelor,20794,2
1891,58,71,Female,Married,Retired,Muslim,Master,12046,1
1892,20,67,Male,Single,Retired,None,High School,27456,1
1893,283,51,Male,Married,Working,Hindu,Bachelor,56177,5
1894,149,19,Female,Widowed,Student,Hindu,Bachelor,15725,5
1895,170,66,Male,Married,Retired,Hindu,Master,18693,1
1896,221,88,Female,Married,Retired,Hindu,High School,15899,2
1897,95,37,Female,Married,Working,Muslim,High School,51444,3
1898,139,34,Male,Married,Homemaker,None,Bachelor,54622,3
1899,173,49,Female,Single,Working,Christian,Bachelor,69056,3
1900,152,21,Female,Single,Working,Muslim,High School,58552,1
1901,273,70,Female,Single,Retired,Muslim,Bachelor,30642,1
1902,199,87,Male,Divorced,Retired,Hindu,Master,41640,3
1903,14,62,Female,Married,Homemaker,Christian,High School,60602,3
1904,5,87,Female,Married,Retired,Muslim,Bachelor,32030,2
1905,128,57,Female,Married,Homemaker,Hindu,Master,96107,5
1906,134,78,Female,Divorced,Retired,Muslim,Bachelor,-354,2
1907,106,22,Male,Married,Working,Christian,Bachelor,57358,2
1908,183,32,Female,Married,Working,Muslim,Master,72528,3
1909,275,49,Female,Single,Working,Muslim,High School,55044,3
1910,91,60,Female,Married,Homemaker,Christian,High School,38155,3
1911,11,89,Male,Single,Retired,Muslim,Master,13040,3
1912,284,44,Male,Married,Working,Muslim,Master,67027,6
1913,246,78,Female,Married,Retired,Muslim,High School,15395,2
1914,113,70,Female,Married,Retired,Hindu,PhD,30090,2
1915,274,64,Male,Married,Working,Other,Bachelor,69612,2
1916,205,62,Female,Married,Homemaker,Hindu,High School,39777,3
1917,64,75,Male,Married,Retired,Hindu,Bachelor,26257,3
1918,19,41,Female,Single,Working,Muslim,Bachelor,49617,4
1919,100,60,Male,Married,Homemaker,Other,Bachelor,90274,5
1920,195,50,Female,Single,Unemployed,Hindu,Bachelor,0,3
1921,207,20,Male,Divorced,Student,Christian,Master,9283,5
1922,114,21,Female,Married,Student,Christian,Bachelor,7146,4
1923,38,69,Female,Single,Retired,Other,Bachelor,18037,1
1924,248,45,Male,Married,Unemployed,Christian,High School,0,2
1925,60,65,Female,Married,Retired,Other,High School,41320,1
1926,135,27,Female,Married,Unemployed,Hindu,PhD,0,4
1927,88,89,Female,Single,Retired,Christian,High School,31214,1
1928,188,73,Male,Married,Retired,Hindu,High School,24283,2
1929,226,73,Female,Single,Retired,Christian,High School,16880,1
1930,165,66,Female,Single,Retired,Muslim,Bachelor,28507,3
1931,142,21,Male,Married,Student,Christian,Bachelor,5968,2
1932,79,89,Female,Married,Retired,Christian,High School,30906,2
1933,149,49,Male,Married,Working,Hindu,Bachelor,59072,3
1934,115,49,Male,Single,Homemaker,Muslim,High School,79346,3
1935,18,64,Female,Single,Business Owner,Christian,Master,114970,2
1936,52,78,Female,Married,Retired,Muslim,High School,45893,1
1937,5,35,Male,Married,Working,Muslim,High School,55605,3
1938,109,58,Male,Single,Homemaker,Christian,High School,72650,3
1939,26,77,Female,Single,Retired,Muslim,Master,23525,2
1940,206,24,Male,Single,Working,Muslim,Master,72189,1
1941,242,87,Female,Single,Retired,Christian,High School,-15901,3
1942,79,58,Male,Married,Working,Hindu,Bachelor,45689,3
1943,116,66,Male,Married,Retired,Christian,High School,46141,1
1944,84,77,Male,Married,Retired,Hindu,Bachelor,16729,1
1945,184,29,Female,Married,Homemaker,Muslim,Master,49507,6
1946,113,87,Male,Single,Retired,Muslim,Master,14438,1
1947,145,21,Male,Single,Working,Muslim,High School,61847,1
1948,184,80,Female,Married,Retired,Muslim,High School,38881,2
1949,208,57,Female,Married,Working,Christian,High School,60376,4
1950,252,33,Female,Single,Unemployed,Christian,Master,0,5
1951,100,60,Female,Married,Homemaker,Christian,High School,42856,3
1952,213,60,Male,Married,Business Owner,Hindu,Bachelor,131630,5
1953,34,71,Male,Married,Retired,Muslim,Bachelor,24076,2
1954,250,81,Male,Divorced,Retired,Hindu,High School,38970,3
1955,132,28,Female,Single,Working,Muslim,High School,48869,3
1956,154,72,Female,Single,Retired,Christian,High School,31721,1
1957,91,21,Female,Married,Working,Hindu,High School,61044,2
1958,5,65,Female,Married,Retired,Muslim,Bachelor,31878,1
1959,29,24,Female,Married,Student,Muslim,Bachelor,13280,6
1960,138,66,Female,Married,Retired,Christian,Master,14972,2
1961,272,56,Male,Single,Working,Hindu,High School,64396,3
1962,165,41,Female,Single,Homemaker,Muslim,Master,43627,2
1963,113,52,Male,Single,Working,Christian,Master,49409,3
1964,255,84,Male,Single,Retired,Hindu,High School,31297,3
1965,263,45,Male,Single,Homemaker,Muslim,PhD,53922,6
1966,140,37,Male,Single,Homemaker,Hindu,High School,87845,4
1967,85,52,Male,Widowed,Homemaker,Hindu,High School,82864,5
1968,242,87,Female,Divorced,Retired,Muslim,Master,28854,3
1969,231,86,Female,Single,Retired,Muslim,Bachelor,23647,1
1970,204,44,Male,Single,Working,Muslim,Bachelor,39885,2
1971,283,74,Female,Single,Retired,Hindu,High School,27000,2
1972,247,83,Male,Single,Retired,Christian,PhD,19313,1
1973,146,51,Male,Widowed,Unemployed,None,High School,0,5
1974,220,25,Male,Single,Working,Christian,Master,74817,1
1975,248,82,Male,Married,Retired,Other,High School,37476,2
1976,58,78,Male,Married,Retired,Muslim,Bachelor,29567,2
1977,117,72,Male,Single,Retired,Muslim,High School,5616,2
1978,224,57,Male,Single,Working,Christian,High School,60424,3
1979,282,35,Male,Married,Business Owner,Muslim,PhD,137886,3
1980,147,79,Female,Single,Retired,Hindu,High School,11751,3
1981,235,64,Male,Married,Homemaker,Other,Master,43647,4
