journey_id,customer_id,product_id,visit_date,stage,action,duration_seconds
17261,19709,5,2024-03-21,Application Form,Sign Up,256
17262,10445,8,2024-04-22,Home Page,View,66
17263,10445,8,2024-04-22,Product Page,Click,147
17264,10445,8,2024-04-22,Application Form,Sign Up,194
17265,9833,7,2023-01-03,Home Page,View,48
17266,9833,7,2023-01-03,Product Page,Click,31
17267,9833,7,2023-01-03,Application Form,Drop Off,24
17268,13387,6,2025-06-06,Home Page,View,78
17269,13387,6,2025-06-06,Product Page,Click,15
17270,13387,6,2025-06-06,Checkout,Purchase,427
17271,8551,6,2023-10-01,Home Page,View,70
17272,8551,6,2023-10-01,Product Page,Click,158
17273,8551,6,2023-10-01,Application Form,Sign Up,179
17274,6865,7,2025-02-24,Home Page,View,87
17275,2359,5,2024-03-13,Home Page,View,45
17276,2359,5,2024-03-13,Product Page,Click,58
17277,2359,5,2024-03-13,Application Form,Sign Up,229
17278,20513,3,2025-09-14,Home Page,View,50
17279,24190,5,2024-11-11,Home Page,View,12
17280,18697,7,2024-04-15,Home Page,View,58
17281,3627,8,2025-12-25,Home Page,View,38
17282,3627,8,2025-12-25,Product Page,Click,15
17283,3627,8,2025-12-25,Checkout,Purchase,330
17284,4032,3,2023-02-16,Home Page,View,70
17285,19843,1,2023-03-02,Home Page,View,78
17286,1917,7,2023-08-26,Home Page,View,25
17287,1917,7,2023-08-26,Product Page,Click,75
17288,1917,7,2023-08-26,Checkout,Purchase,413
17289,22330,4,2025-01-20,Home Page,View,61
17290,22330,4,2025-01-20,Product Page,Click,66
17291,22330,4,2025-01-20,Checkout,Purchase,574
17292,10443,4,2025-08-17,Home Page,View,50
17293,1585,4,2023-09-15,Home Page,View,14
17294,15976,2,2024-07-13,Home Page,View,17
17295,1527,6,2025-06-27,Home Page,View,34
17296,1527,6,2025-06-27,Product Page,Click,123
17297,1527,6,2025-06-27,Application Form,Drop Off,15
17298,6869,3,2024-12-02,Home Page,View,32
17299,12026,4,2025-08-31,Home Page,View,110
17300,12026,4,2025-08-31,Product Page,Click,51
17301,12026,4,2025-08-31,Application Form,Drop Off,47
17302,12576,1,2024-02-26,Home Page,View,17
17303,12576,1,2024-02-26,Product Page,Click,21
17304,12576,1,2024-02-26,Checkout,Purchase,520
17305,11305,2,2025-10-26,Home Page,View,102
17306,11305,2,2025-10-26,Product Page,Click,104
17307,11305,2,2025-10-26,Checkout,Purchase,402
17308,23946,1,2024-03-05,Home Page,View,108
17309,23946,1,2024-03-05,Product Page,Click,114
17310,23946,1,2024-03-05,Checkout,Purchase,347
17311,14592,6,2024-03-22,Home Page,View,21
17312,14592,6,2024-03-22,Product Page,Click,42
17313,14592,6,2024-03-22,Checkout,Purchase,418
17314,2184,3,2025-04-01,Home Page,View,22
17315,2184,3,2025-04-01,Product Page,Click,159
17316,2184,3,2025-04-01,Application Form,Drop Off,64
17317,14595,2,2024-03-10,Home Page,View,58
17318,1668,5,2024-05-21,Home Page,View,116
17319,23806,7,2024-09-06,Home Page,View,60
17320,15194,7,2023-12-15,Home Page,View,54
17321,15194,7,2023-12-15,Product Page,Click,94
17322,15194,7,2023-12-15,Checkout,Purchase,177
17323,17105,6,2024-06-15,Home Page,View,110
17324,17105,6,2024-06-15,Product Page,Click,46
17325,17105,6,2024-06-15,Application Form,Sign Up,85
17326,5183,9,2025-08-18,Home Page,View,13
17327,5183,9,2025-08-18,Product Page,Click,134
17328,5183,9,2025-08-18,Application Form,Sign Up,64
17329,377,3,2023-09-06,Home Page,View,55
17330,377,3,2023-09-06,Product Page,Click,24
17331,377,3,2023-09-06,Checkout,Purchase,290
17332,13764,8,2023-08-11,Home Page,View,74
17333,13764,8,2023-08-11,Product Page,Click,155
17334,13764,8,2023-08-11,Application Form,Drop Off,32
17335,6555,1,2024-03-13,Home Page,View,73
17336,6555,1,2024-03-13,Product Page,Click,68
17337,6555,1,2024-03-13,Application Form,Drop Off,45
17338,9713,9,2024-07-15,Home Page,View,60
17339,9713,9,2024-07-15,Product Page,Click,18
17340,9713,9,2024-07-15,Application Form,Drop Off,36
17341,17148,8,2023-07-05,Home Page,View,114
17342,1852,3,2025-05-15,Home Page,View,63
17343,1852,3,2025-05-15,Product Page,Click,16
17344,1852,3,2025-05-15,Application Form,Sign Up,230
17345,12318,6,2025-06-20,Home Page,View,73
17346,12318,6,2025-06-20,Product Page,Click,167
17347,12318,6,2025-06-20,Checkout,Purchase,215
17348,22026,8,2025-12-29,Home Page,View,71
17349,22026,8,2025-12-29,Product Page,Click,81
17350,22026,8,2025-12-29,Application Form,Sign Up,276
17351,20797,8,2023-03-19,Home Page,View,106
17352,10885,7,2024-03-19,Home Page,View,73
17353,3237,1,2025-02-16,Home Page,View,94
17354,3237,1,2025-02-16,Product Page,Click,39
17355,3237,1,2025-02-16,Application Form,Sign Up,59
17356,23830,6,2025-10-29,Home Page,View,57
17357,23830,6,2025-10-29,Product Page,Click,79
17358,23830,6,2025-10-29,Application Form,Drop Off,99
17359,3570,4,2024-12-05,Home Page,View,55
17360,3570,4,2024-12-05,Product Page,Click,99
17361,3570,4,2024-12-05,Checkout,Purchase,216
17362,7804,3,2023-05-21,Home Page,View,27
17363,7804,3,2023-05-21,Product Page,Click,35
17364,7804,3,2023-05-21,Checkout,Purchase,241
17365,5418,1,2023-01-08,Home Page,View,109
17366,5418,1,2023-01-08,Product Page,Click,74
17367,5418,1,2023-01-08,Application Form,Sign Up,191
17368,9902,8,2023-08-22,Home Page,View,37
17369,18557,7,2025-05-31,Home Page,View,54
17370,18557,7,2025-05-31,Product Page,Click,49
17371,18557,7,2025-05-31,Checkout,Purchase,147
17372,16808,7,2023-10-27,Home Page,View,90
17373,6029,2,2024-03-14,Home Page,View,91
17374,22565,8,2023-01-23,Home Page,View,26
17375,12117,3,2024-06-20,Home Page,View,77
17376,22121,1,2024-04-16,Home Page,View,95
17377,22121,1,2024-04-16,Product Page,Click,88
17378,22121,1,2024-04-16,Checkout,Purchase,527
17379,20152,9,2023-11-16,Home Page,View,37
17380,20152,9,2023-11-16,Product Page,Click,83
17381,20152,9,2023-11-16,Checkout,Purchase,283
17382,15271,2,2023-09-16,Home Page,View,90
17383,15271,2,2023-09-16,Product Page,Click,167
17384,15271,2,2023-09-16,Application Form,Drop Off,82
17385,800,4,2025-02-14,Home Page,View,119
17386,19041,6,2025-01-05,Home Page,View,66
17387,19041,6,2025-01-05,Product Page,Click,17
17388,19041,6,2025-01-05,Checkout,Purchase,444
17389,8142,4,2025-05-10,Home Page,View,73
17390,8142,4,2025-05-10,Product Page,Click,67
17391,8142,4,2025-05-10,Application Form,Sign Up,30
17392,24534,8,2024-07-25,Home Page,View,115
17393,1675,2,2024-04-21,Home Page,View,53
17394,1675,2,2024-04-21,Product Page,Click,39
17395,1675,2,2024-04-21,Checkout,Purchase,399
17396,17715,3,2023-03-21,Home Page,View,15
17397,10139,8,2023-07-16,Home Page,View,104
17398,13049,9,2025-09-29,Home Page,View,35
17399,3041,6,2023-12-16,Home Page,View,104
17400,3041,6,2023-12-16,Product Page,Click,53
17401,3041,6,2023-12-16,Application Form,Sign Up,92
17402,16958,5,2025-04-17,Home Page,View,86
17403,16958,5,2025-04-17,Product Page,Click,91
17404,16958,5,2025-04-17,Checkout,Purchase,73
17405,11591,3,2025-07-25,Home Page,View,23
17406,11591,3,2025-07-25,Product Page,Click,45
17407,11591,3,2025-07-25,Application Form,Sign Up,103
17408,19834,6,2023-10-31,Home Page,View,78
17409,19834,6,2023-10-31,Product Page,Click,83
17410,19834,6,2023-10-31,Application Form,Drop Off,18
17411,18757,4,2024-07-28,Home Page,View,55
17412,18667,4,2023-09-09,Home Page,View,96
17413,21085,4,2025-10-14,Home Page,View,16
17414,16198,9,2025-10-22,Home Page,View,98
17415,16198,9,2025-10-22,Product Page,Click,96
17416,16198,9,2025-10-22,Application Form,Drop Off,16
17417,4241,2,2024-06-18,Home Page,View,113
17418,20128,2,2025-12-27,Home Page,View,85
17419,20128,2,2025-12-27,Product Page,Click,33
17420,20128,2,2025-12-27,Application Form,Drop Off,20
17421,9050,4,2025-03-30,Home Page,View,75
17422,6616,1,2024-05-20,Home Page,View,108
17423,6616,1,2024-05-20,Product Page,Click,143
17424,6616,1,2024-05-20,Checkout,Purchase,94
17425,18379,3,2025-11-14,Home Page,View,119
17426,18379,3,2025-11-14,Product Page,Click,56
17427,18379,3,2025-11-14,Checkout,Purchase,431
17428,14480,5,2023-10-19,Home Page,View,37
17429,14480,5,2023-10-19,Product Page,Click,174
17430,14480,5,2023-10-19,Application Form,Sign Up,219
17431,15843,2,2025-09-08,Home Page,View,88
17432,15843,2,2025-09-08,Product Page,Click,115
17433,15843,2,2025-09-08,Application Form,Drop Off,70
17434,8520,7,2023-09-15,Home Page,View,93
17435,8520,7,2023-09-15,Product Page,Click,19
17436,8520,7,2023-09-15,Application Form,Sign Up,97
17437,21153,3,2024-04-22,Home Page,View,106
17438,24702,1,2025-08-13,Home Page,View,65
17439,24702,1,2025-08-13,Product Page,Click,38
17440,24702,1,2025-08-13,Checkout,Purchase,517
17441,713,3,2025-03-25,Home Page,View,101
17442,713,3,2025-03-25,Product Page,Click,75
17443,713,3,2025-03-25,Checkout,Purchase,594
17444,1695,1,2025-11-11,Home Page,View,14
17445,15130,8,2024-04-01,Home Page,View,41
17446,15130,8,2024-04-01,Product Page,Click,18
17447,15130,8,2024-04-01,Checkout,Purchase,352
17448,24464,9,2024-09-26,Home Page,View,34
17449,21172,4,2025-10-13,Home Page,View,100
17450,21172,4,2025-10-13,Product Page,Click,104
17451,21172,4,2025-10-13,Application Form,Drop Off,93
17452,19757,5,2024-03-17,Home Page,View,64
17453,16009,9,2024-03-05,Home Page,View,24
17454,16009,9,2024-03-05,Product Page,Click,54
17455,16009,9,2024-03-05,Checkout,Purchase,153
17456,19738,6,2024-07-10,Home Page,View,63
17457,19738,6,2024-07-10,Product Page,Click,134
17458,19738,6,2024-07-10,Application Form,Sign Up,66
17459,20038,6,2023-06-11,Home Page,View,93
17460,20038,6,2023-06-11,Product Page,Click,96
17461,20038,6,2023-06-11,Checkout,Purchase,490
17462,12857,9,2024-09-15,Home Page,View,36
17463,24733,1,2024-03-22,Home Page,View,53
17464,24934,1,2023-09-12,Home Page,View,47
17465,3521,8,2024-01-28,Home Page,View,108
17466,3521,8,2024-01-28,Product Page,Click,18
17467,3521,8,2024-01-28,Checkout,Purchase,124
17468,2089,8,2023-09-09,Home Page,View,113
17469,4247,3,2023-05-11,Home Page,View,97
17470,20100,3,2023-06-26,Home Page,View,101
17471,20100,3,2023-06-26,Product Page,Click,153
17472,20100,3,2023-06-26,Application Form,Sign Up,198
17473,2813,7,2025-11-02,Home Page,View,80
17474,2335,1,2025-09-14,Home Page,View,110
17475,2335,1,2025-09-14,Product Page,Click,126
17476,2335,1,2025-09-14,Application Form,Drop Off,97
17477,3476,8,2025-02-07,Home Page,View,19
17478,3476,8,2025-02-07,Product Page,Click,166
17479,3476,8,2025-02-07,Checkout,Purchase,112
17480,16950,1,2023-01-06,Home Page,View,16
17481,16950,1,2023-01-06,Product Page,Click,29
17482,16950,1,2023-01-06,Checkout,Purchase,92
17483,14985,1,2023-02-24,Home Page,View,18
17484,14985,1,2023-02-24,Product Page,Click,92
17485,14985,1,2023-02-24,Application Form,Sign Up,69
17486,23336,9,2023-09-27,Home Page,View,76
17487,23336,9,2023-09-27,Product Page,Click,106
17488,23336,9,2023-09-27,Application Form,Drop Off,39
17489,15685,9,2023-05-03,Home Page,View,70
17490,15685,9,2023-05-03,Product Page,Click,77
17491,15685,9,2023-05-03,Application Form,Drop Off,26
17492,7374,5,2023-12-25,Home Page,View,44
17493,3952,6,2024-04-03,Home Page,View,91
17494,899,2,2024-01-29,Home Page,View,76
17495,899,2,2024-01-29,Product Page,Click,150
17496,899,2,2024-01-29,Checkout,Purchase,329
17497,19410,6,2023-02-23,Home Page,View,16
17498,9422,3,2025-02-25,Home Page,View,97
17499,9422,3,2025-02-25,Product Page,Click,54
17500,9422,3,2025-02-25,Checkout,Purchase,247
17501,9105,3,2024-09-02,Home Page,View,110
17502,9105,3,2024-09-02,Product Page,Click,59
17503,9105,3,2024-09-02,Application Form,Sign Up,199
17504,10341,1,2024-04-29,Home Page,View,89
17505,10341,1,2024-04-29,Product Page,Click,57
17506,10341,1,2024-04-29,Checkout,Purchase,256
17507,1597,2,2025-08-28,Home Page,View,95
17508,1597,2,2025-08-28,Product Page,Click,151
17509,1597,2,2025-08-28,Application Form,Drop Off,12
17510,16445,6,2025-09-02,Home Page,View,32
17511,16445,6,2025-09-02,Product Page,Click,174
17512,16445,6,2025-09-02,Application Form,Drop Off,51
17513,19194,1,2023-08-21,Home Page,View,20
17514,19194,1,2023-08-21,Product Page,Click,91
17515,19194,1,2023-08-21,Checkout,Purchase,122
17516,5819,3,2025-08-23,Home Page,View,105
17517,5819,3,2025-08-23,Product Page,Click,51
17518,5819,3,2025-08-23,Checkout,Purchase,100
17519,14602,1,2025-12-26,Home Page,View,22
17520,7313,1,2023-12-02,Home Page,View,109
17521,9157,2,2024-07-24,Home Page,View,49
17522,9157,2,2024-07-24,Product Page,Click,121
17523,9157,2,2024-07-24,Application Form,Drop Off,59
17524,22204,7,2025-05-28,Home Page,View,115
17525,16761,8,2025-04-18,Home Page,View,117
17526,22706,8,2024-05-17,Home Page,View,82
17527,22706,8,2024-05-17,Product Page,Click,162
17528,22706,8,2024-05-17,Application Form,Drop Off,22
17529,16935,8,2024-11-03,Home Page,View,45
17530,1650,4,2023-03-15,Home Page,View,96
17531,1650,4,2023-03-15,Product Page,Click,161
17532,1650,4,2023-03-15,Checkout,Purchase,91
17533,8311,5,2024-05-20,Home Page,View,56
17534,14890,9,2024-09-25,Home Page,View,25
17535,14890,9,2024-09-25,Product Page,Click,103
17536,14890,9,2024-09-25,Checkout,Purchase,99
17537,4576,6,2024-09-25,Home Page,View,19
17538,4576,6,2024-09-25,Product Page,Click,24
17539,4576,6,2024-09-25,Checkout,Purchase,564
17540,18767,4,2024-08-31,Home Page,View,108
17541,947,6,2025-06-15,Home Page,View,110
17542,21717,8,2025-10-24,Home Page,View,55
17543,10059,8,2024-08-19,Home Page,View,52
17544,23868,3,2023-03-20,Home Page,View,68
17545,23868,3,2023-03-20,Product Page,Click,80
17546,23868,3,2023-03-20,Application Form,Drop Off,24
17547,12817,6,2024-06-06,Home Page,View,107
17548,19983,6,2024-12-31,Home Page,View,100
17549,20107,6,2025-10-14,Home Page,View,111
17550,20107,6,2025-10-14,Product Page,Click,68
17551,20107,6,2025-10-14,Application Form,Drop Off,32
17552,9720,9,2025-12-16,Home Page,View,45
17553,23418,8,2025-01-19,Home Page,View,72
17554,23418,8,2025-01-19,Product Page,Click,28
17555,23418,8,2025-01-19,Application Form,Sign Up,83
17556,15473,4,2023-12-10,Home Page,View,54
17557,15473,4,2023-12-10,Product Page,Click,41
17558,15473,4,2023-12-10,Checkout,Purchase,146
17559,1457,6,2025-01-31,Home Page,View,84
17560,1216,8,2023-08-03,Home Page,View,114
17561,1216,8,2023-08-03,Product Page,Click,83
17562,1216,8,2023-08-03,Application Form,Sign Up,298
17563,18758,9,2025-02-06,Home Page,View,14
17564,20412,9,2025-07-02,Home Page,View,16
17565,20412,9,2025-07-02,Product Page,Click,49
17566,20412,9,2025-07-02,Application Form,Sign Up,80
17567,19380,5,2025-10-24,Home Page,View,70
17568,19380,5,2025-10-24,Product Page,Click,59
17569,19380,5,2025-10-24,Application Form,Sign Up,143
17570,12702,5,2023-07-07,Home Page,View,42
17571,12702,5,2023-07-07,Product Page,Click,78
17572,12702,5,2023-07-07,Checkout,Purchase,479
17573,1209,9,2025-12-23,Home Page,View,92
17574,14089,7,2025-08-12,Home Page,View,62
17575,14089,7,2025-08-12,Product Page,Click,129
17576,14089,7,2025-08-12,Checkout,Purchase,106
17577,10290,2,2023-10-10,Home Page,View,12
17578,10290,2,2023-10-10,Product Page,Click,17
17579,10290,2,2023-10-10,Application Form,Sign Up,264
17580,19251,6,2023-12-21,Home Page,View,117
17581,7158,2,2025-12-09,Home Page,View,66
17582,7158,2,2025-12-09,Product Page,Click,97
17583,7158,2,2025-12-09,Application Form,Drop Off,43
17584,9150,4,2023-06-10,Home Page,View,37
17585,9150,4,2023-06-10,Product Page,Click,60
17586,9150,4,2023-06-10,Application Form,Sign Up,251
17587,11930,3,2024-07-30,Home Page,View,89
17588,9898,8,2023-04-09,Home Page,View,73
17589,9898,8,2023-04-09,Product Page,Click,26
17590,9898,8,2023-04-09,Application Form,Sign Up,198
17591,12298,8,2024-04-21,Home Page,View,90
17592,7518,4,2023-10-29,Home Page,View,58
17593,17122,6,2025-12-04,Home Page,View,24
17594,2694,9,2024-05-03,Home Page,View,56
17595,2694,9,2024-05-03,Product Page,Click,132
17596,2694,9,2024-05-03,Application Form,Drop Off,98
17597,5285,8,2024-05-14,Home Page,View,87
17598,17676,6,2024-11-10,Home Page,View,14
17599,17676,6,2024-11-10,Product Page,Click,68
17600,17676,6,2024-11-10,Checkout,Purchase,300
17601,24520,1,2025-09-10,Home Page,View,68
17602,24520,1,2025-09-10,Product Page,Click,168
17603,24520,1,2025-09-10,Checkout,Purchase,162
17604,23645,2,2024-06-02,Home Page,View,82
17605,8617,8,2024-08-30,Home Page,View,20
17606,11115,4,2024-05-31,Home Page,View,103
17607,16279,1,2025-08-20,Home Page,View,82
17608,24152,8,2024-04-02,Home Page,View,61
17609,24152,8,2024-04-02,Product Page,Click,159
17610,24152,8,2024-04-02,Checkout,Purchase,486
17611,18625,7,2023-06-25,Home Page,View,27
17612,24148,9,2023-06-29,Home Page,View,88
17613,19859,9,2023-10-14,Home Page,View,87
17614,19859,9,2023-10-14,Product Page,Click,21
17615,19859,9,2023-10-14,Application Form,Sign Up,116
17616,19899,5,2023-06-03,Home Page,View,95
17617,13765,1,2025-04-10,Home Page,View,104
17618,17651,6,2024-09-23,Home Page,View,51
17619,17651,6,2024-09-23,Product Page,Click,170
17620,17651,6,2024-09-23,Application Form,Drop Off,21
17621,16664,2,2023-02-22,Home Page,View,89
17622,16664,2,2023-02-22,Product Page,Click,21
17623,16664,2,2023-02-22,Checkout,Purchase,339
17624,16625,4,2025-08-14,Home Page,View,60
17625,16625,4,2025-08-14,Product Page,Click,131
17626,16625,4,2025-08-14,Checkout,Purchase,92
17627,14112,8,2023-02-26,Home Page,View,48
17628,6494,3,2023-06-24,Home Page,View,44
17629,6494,3,2023-06-24,Product Page,Click,66
17630,6494,3,2023-06-24,Checkout,Purchase,128
17631,12970,9,2024-04-21,Home Page,View,93
17632,16825,3,2024-01-02,Home Page,View,68
17633,16825,3,2024-01-02,Product Page,Click,66
17634,16825,3,2024-01-02,Application Form,Drop Off,54
17635,6902,6,2024-10-12,Home Page,View,80
17636,6902,6,2024-10-12,Product Page,Click,21
17637,6902,6,2024-10-12,Application Form,Sign Up,88
17638,23342,6,2023-01-19,Home Page,View,71
17639,23342,6,2023-01-19,Product Page,Click,78
17640,23342,6,2023-01-19,Checkout,Purchase,545
17641,15424,4,2023-11-10,Home Page,View,34
17642,15424,4,2023-11-10,Product Page,Click,67
17643,15424,4,2023-11-10,Checkout,Purchase,327
17644,2748,7,2024-04-08,Home Page,View,106
17645,5730,6,2023-10-04,Home Page,View,52
17646,4311,1,2025-06-23,Home Page,View,88
17647,4311,1,2025-06-23,Product Page,Click,45
17648,4311,1,2025-06-23,Checkout,Purchase,162
17649,8896,7,2024-10-11,Home Page,View,26
17650,8896,7,2024-10-11,Product Page,Click,29
17651,8896,7,2024-10-11,Checkout,Purchase,334
17652,21476,4,2024-09-25,Home Page,View,81
17653,10002,1,2025-03-20,Home Page,View,106
17654,12059,4,2023-10-24,Home Page,View,60
17655,12059,4,2023-10-24,Product Page,Click,97
17656,12059,4,2023-10-24,Application Form,Drop Off,41
17657,5563,4,2023-06-25,Home Page,View,66
17658,5563,4,2023-06-25,Product Page,Click,48
17659,5563,4,2023-06-25,Application Form,Drop Off,50
17660,9491,7,2023-06-04,Home Page,View,87
17661,9491,7,2023-06-04,Product Page,Click,68
17662,9491,7,2023-06-04,Application Form,Sign Up,79
17663,14507,2,2024-09-11,Home Page,View,102
17664,7608,8,2025-04-19,Home Page,View,37
17665,7608,8,2025-04-19,Product Page,Click,169
17666,7608,8,2025-04-19,Application Form,Sign Up,229
17667,18516,1,2023-12-28,Home Page,View,89
17668,10853,3,2025-01-03,Home Page,View,110
17669,10853,3,2025-01-03,Product Page,Click,24
17670,10853,3,2025-01-03,Checkout,Purchase,368
17671,13222,2,2025-04-06,Home Page,View,99
17672,13222,2,2025-04-06,Product Page,Click,44
17673,13222,2,2025-04-06,Checkout,Purchase,511
17674,3041,5,2025-08-22,Home Page,View,85
17675,3041,5,2025-08-22,Product Page,Click,89
17676,3041,5,2025-08-22,Application Form,Sign Up,38
17677,9838,2,2025-09-25,Home Page,View,113
17678,9838,2,2025-09-25,Product Page,Click,110
17679,9838,2,2025-09-25,Application Form,Drop Off,32
17680,16515,3,2025-11-30,Home Page,View,119
17681,16515,3,2025-11-30,Product Page,Click,106
17682,16515,3,2025-11-30,Application Form,Sign Up,264
17683,6025,1,2023-03-26,Home Page,View,107
17684,22867,4,2024-05-04,Home Page,View,38
17685,22867,4,2024-05-04,Product Page,Click,74
17686,22867,4,2024-05-04,Checkout,Purchase,339
17687,21026,2,2024-03-05,Home Page,View,116
17688,21026,2,2024-03-05,Product Page,Click,51
17689,21026,2,2024-03-05,Application Form,Sign Up,133
17690,7410,9,2023-02-03,Home Page,View,50
17691,14595,8,2023-06-02,Home Page,View,66
17692,14595,8,2023-06-02,Product Page,Click,57
17693,14595,8,2023-06-02,Application Form,Sign Up,134
17694,8837,6,2025-04-16,Home Page,View,66
17695,8837,6,2025-04-16,Product Page,Click,113
17696,8837,6,2025-04-16,Application Form,Sign Up,297
17697,10922,2,2024-08-11,Home Page,View,41
17698,2383,5,2025-04-15,Home Page,View,15
17699,2383,5,2025-04-15,Product Page,Click,158
17700,2383,5,2025-04-15,Checkout,Purchase,561
17701,7194,6,2025-12-11,Home Page,View,111
17702,7194,6,2025-12-11,Product Page,Click,60
17703,7194,6,2025-12-11,Checkout,Purchase,559
17704,22953,3,2024-02-14,Home Page,View,46
17705,22953,3,2024-02-14,Product Page,Click,35
17706,22953,3,2024-02-14,Checkout,Purchase,547
17707,19596,7,2025-05-19,Home Page,View,105
17708,11278,6,2025-07-21,Home Page,View,24
17709,8916,7,2024-12-09,Home Page,View,19
17710,5102,5,2024-03-25,Home Page,View,60
17711,13845,3,2024-05-15,Home Page,View,107
17712,16077,4,2023-01-01,Home Page,View,68
17713,16077,4,2023-01-01,Product Page,Click,46
17714,16077,4,2023-01-01,Application Form,Sign Up,213
17715,8972,3,2023-10-09,Home Page,View,47
17716,7831,5,2025-03-07,Home Page,View,12
17717,7831,5,2025-03-07,Product Page,Click,65
17718,7831,5,2025-03-07,Application Form,Sign Up,231
17719,11323,6,2023-06-29,Home Page,View,98
17720,6322,3,2025-08-05,Home Page,View,92
17721,11196,7,2023-07-19,Home Page,View,92
17722,11196,7,2023-07-19,Product Page,Click,167
17723,11196,7,2023-07-19,Application Form,Drop Off,61
17724,4841,7,2023-06-28,Home Page,View,78
17725,15358,4,2024-11-03,Home Page,View,73
17726,15358,4,2024-11-03,Product Page,Click,130
17727,15358,4,2024-11-03,Application Form,Sign Up,126
17728,14034,1,2023-11-04,Home Page,View,73
17729,14034,1,2023-11-04,Product Page,Click,59
17730,14034,1,2023-11-04,Application Form,Drop Off,32
17731,15923,3,2025-01-15,Home Page,View,90
17732,8996,6,2024-02-20,Home Page,View,48
17733,1433,1,2023-02-12,Home Page,View,14
17734,3534,3,2023-12-29,Home Page,View,27
17735,3534,3,2023-12-29,Product Page,Click,46
17736,3534,3,2023-12-29,Application Form,Sign Up,124
17737,7936,9,2024-05-24,Home Page,View,117
17738,1877,9,2025-06-30,Home Page,View,14
17739,1877,9,2025-06-30,Product Page,Click,133
17740,1877,9,2025-06-30,Application Form,Drop Off,38
17741,10489,3,2025-03-25,Home Page,View,72
17742,696,7,2024-04-25,Home Page,View,42
17743,5330,4,2024-02-01,Home Page,View,31
17744,2616,7,2024-10-06,Home Page,View,67
17745,6053,2,2025-10-24,Home Page,View,71
17746,6053,2,2025-10-24,Product Page,Click,149
17747,6053,2,2025-10-24,Application Form,Sign Up,129
17748,688,1,2025-08-26,Home Page,View,105
17749,688,1,2025-08-26,Product Page,Click,97
17750,688,1,2025-08-26,Application Form,Sign Up,60
17751,4208,5,2024-02-17,Home Page,View,14
17752,3202,6,2024-10-24,Home Page,View,70
17753,6182,3,2024-06-12,Home Page,View,23
17754,6182,3,2024-06-12,Product Page,Click,66
17755,6182,3,2024-06-12,Application Form,Drop Off,55
17756,16238,1,2024-11-08,Home Page,View,16
17757,16238,1,2024-11-08,Product Page,Click,77
17758,16238,1,2024-11-08,Application Form,Drop Off,82
17759,12197,7,2024-07-06,Home Page,View,84
17760,12197,7,2024-07-06,Product Page,Click,34
17761,12197,7,2024-07-06,Application Form,Sign Up,196
17762,18720,3,2023-11-08,Home Page,View,29
17763,18454,6,2023-03-13,Home Page,View,42
17764,18454,6,2023-03-13,Product Page,Click,117
17765,18454,6,2023-03-13,Application Form,Sign Up,135
17766,9800,2,2023-07-16,Home Page,View,104
17767,9800,2,2023-07-16,Product Page,Click,19
17768,9800,2,2023-07-16,Checkout,Purchase,352
17769,16297,3,2024-11-23,Home Page,View,13
17770,16297,3,2024-11-23,Product Page,Click,97
17771,16297,3,2024-11-23,Application Form,Sign Up,186
17772,12574,7,2025-07-08,Home Page,View,27
17773,12574,7,2025-07-08,Product Page,Click,157
17774,12574,7,2025-07-08,Checkout,Purchase,386
17775,24974,3,2023-09-10,Home Page,View,109
17776,24974,3,2023-09-10,Product Page,Click,38
17777,24974,3,2023-09-10,Application Form,Sign Up,230
17778,17642,9,2023-05-13,Home Page,View,44
17779,17642,9,2023-05-13,Product Page,Click,108
17780,17642,9,2023-05-13,Checkout,Purchase,522
17781,7981,1,2024-11-16,Home Page,View,41
17782,7981,1,2024-11-16,Product Page,Click,87
17783,7981,1,2024-11-16,Application Form,Sign Up,216
17784,1282,2,2023-09-12,Home Page,View,76
17785,1282,2,2023-09-12,Product Page,Click,161
17786,1282,2,2023-09-12,Application Form,Sign Up,106
17787,14518,8,2025-11-15,Home Page,View,72
17788,14518,8,2025-11-15,Product Page,Click,126
17789,14518,8,2025-11-15,Application Form,Drop Off,58
17790,11823,3,2025-08-04,Home Page,View,45
17791,18907,6,2024-03-07,Home Page,View,65
17792,18907,6,2024-03-07,Product Page,Click,26
17793,18907,6,2024-03-07,Application Form,Sign Up,225
17794,6700,3,2024-04-08,Home Page,View,60
17795,6700,3,2024-04-08,Product Page,Click,94
17796,6700,3,2024-04-08,Checkout,Purchase,122
17797,12286,7,2023-11-24,Home Page,View,25
17798,263,8,2024-05-15,Home Page,View,51
17799,263,8,2024-05-15,Product Page,Click,108
17800,263,8,2024-05-15,Checkout,Purchase,183
17801,18765,4,2025-12-30,Home Page,View,69
17802,10496,4,2023-08-21,Home Page,View,26
17803,10496,4,2023-08-21,Product Page,Click,29
17804,10496,4,2023-08-21,Application Form,Sign Up,214
17805,10213,1,2023-09-22,Home Page,View,10
17806,10213,1,2023-09-22,Product Page,Click,175
17807,10213,1,2023-09-22,Application Form,Sign Up,177
17808,9280,6,2025-07-02,Home Page,View,34
17809,9280,6,2025-07-02,Product Page,Click,139
17810,9280,6,2025-07-02,Application Form,Sign Up,255
17811,8822,6,2023-11-29,Home Page,View,109
17812,867,7,2024-09-14,Home Page,View,108
17813,5447,2,2023-02-01,Home Page,View,36
17814,5447,2,2023-02-01,Product Page,Click,158
